text,labels
Does Kushner’s Brother Own a Company Involved in COVID-19 Testing?,0
Ticketmaster won’t demand proof of a Covid-19 vaccine for concert entry – Full Fact,0
No evidence of Coronavirus in Mutton was found. There is no harm in consuming thoroughly cooked meat,0
Article headline misleads on study into Covid-19 asymptomatic transmission,0
Fact Check: No evidence to prove that turmeric and lemon help fight against coronavirus - Vishvas News,0
No evidence Pfizer Covid-19 vaccine affects women’s fertility – Full Fact,0
COVID Immunity May Last 8 Months | Misbar,0
Doctored news graphic falsely claims Filipino official branded poor people a ‘burden’ in coronavirus vaccination drive,0
Will Trump's Name Appear on COVID-19 Stimulus Checks?,0
Vaccines Provide Protection Against Delta Variant | Misbar,0
Fact check: CEO says Pfizer released vaccine news as early as possible,0
Canadian activist makes inaccurate claims about Covid-19 vaccine safety,0
Pfizer CEO Has Not Taken COVID Vaccine | Misbar,0
EU agency data does not show 30k COVID-19 vaccine fatalities,0
Fact check: White pine tea likely not helpful against COVID-19; vaccinated don't 'shed' particles,0
South African mayor incorrect about Covid-19 ‘vaccine’,0
Fact Brief: Does a video prove that Justin Trudeau and his wife faked first doses of COVID-19 vaccinations?,0
Fact Check: Australian Health Organization Did NOT Use Actors To Portray COVID-19 Patients In Video -- They Are Real Patients,0
South African agency warns of fake notice for Covid-19 social relief grant,0
"No, COVID-19 isn’t just the flu with a makeover",0
Does Johns Hopkins University's Coronavirus Map Contain Malware?,0
Fact Check: Aboriginal Population Is NOT Being Forcibly Vaccinated Against COVID-19 In Australia's Northern Territory,0
An old video falsely shared as ‘people shouting ‘Allahu Akbar’ in Europe after the Coronavirus outbreak’,0
Has Pfizer Upgraded Its COVID-19 Vaccine To Add Microsoft Chip? | BOOM,0
WHO did not warn against eating cabbage during the COVID-19 pandemic,0
False claim that Covid-19 shots undermine immune system spreads online,0
WHO Didn’t Say South Africa Isn’t Ready to End Lockdown | Misbar,0
Fact check: British boy's death not tied to COVID-19 vaccine,0
"The U.S. leads the world in number of COVID-19 vaccine doses administered, but not in the proportion of the population vaccinated",0
The Covid-19 vaccines have not only been tested on healthy people as claimed – Full Fact,0
Fact Check: Can this anti-tuberculosis vaccine prevent coronavirus?,0
Fact Check: Claim about Ram Mandir trust chief testing positive for COVID-19 is TRUE,0
French government rejects ‘travel ban for Africans’ claim,0
Social media posts misrepresent IMF report on South Korea's post-pandemic recovery,0
"Fact Check: There Is NO Proof 2,000 People Died From The COVID-19 Vaccine And People Over 60 Do NOT Need To Have Someone With Them For 20 Days After The Shot For Health Precautions",0
IFCR to Monitor Vaccination Campaign in Lebanon | Misbar,0
"No, this video doesn’t show a child in Australia being separated from a parent because of COVID-19",0
Conspiracy theorists claim that 5G increases vulnerability to COVID-19 with baseless theory that it affects hemoglobin,0
Posts mislead on Israel vaccine data,0
VERA FILES FACT CHECK: COVID-19 vaccines that use mRNA are NOT ‘toxic’ to organs,0
Old interview with BioNTech chief recirculates with false claim he 'admitted he is not vaccinated',0
Fact check: Pennsylvania voters exposed to COVID-19 can still vote,0
Coronavirus: Fake and misleading stories that went viral this week,0
Misleading video claiming dry ginger can cure Omicron is scientifically baseless,0
CDC encourages use of new tests that detect both COVID-19 and the flu,0
Why your phone has ‘COVID-19 exposure logging’,0
Measures to prevent the spread of Covid-19 remain legal in Canada,0
Edited image shared as a billboard showing the Queen thanking PM Modi for sending vaccines to the UK,0
Fact Check: Old picture from Prayagraj shared as Haridwar Kumbh Mela with Covid twist,0
"False: South Sudan's Chief Justice, Family Refused Testing For COVID-19 | BOOM",0
"ABP News quotes ICMR study to praise lockdown, ICMR says no such study published",0
Old image shared as a photo-op by Modi during the COVID pandemic,0
"No, Hydroxychloroquine Cannot Be Made At Home As COVID-19 Treatment | BOOM",0
FACT CHECK: Did The CDC Say PCR Tests Do Not Distinguish Between COVID-19 And The Flu?,0
FALSE: Ghana’s National Service Secretariat withholds payments to personnel until COVID-19 is over,0
Fact-checking President Donald Trump on the coronavirus,0
Fact Check: Did somebody from Attapur Janapriya Society test positive for COVID-19?,0
Does a medicine with tender coconut cure Corona in 2 hours i...,0
Michigan governor did not ban hydroxychloroquine,0
"We do not test 330,000 people a day for Covid-19 – Full Fact",0
"No evidence to link flu vaccinations to increased COVID-19 risk, say experts",0
Misleading posts circulate online about Buddhist festival in Sri Lanka,0
"No proof that nasal swabs, the preferred COVID test, are ‘implanting something’",0
New Coronavirus Wasn't 'Predicted' In Simulation,0
FALSE: COVID-19 vaccines are 'barcodes for life',0
Fact-checked: Relevant information on Ghana’s coronavirus official website wiped off?,0
A vaccine against SARS-CoV-2 would be useful even if the survival rate from COVID-19 is high,0
Claim that the COVID-19 vaccine is riskier than the disease for children is based on an economist’s incorrect calculation of the metric “number needed to vaccinate”,0
"Aaj Tak’s fact-check video was clipped to falsely claim that Chinese PM said, ‘Quran is the only cure for COVID-19’",0
Fact check- Fictitious Facebook post with unrelated picture looks for shares with emotional Covid-19 story,0
Adolescents have been recruited for Covid-19 vaccine trials in the US – Full Fact,0
There is no known cure for the novel coronavirus and the patient has not yet been officially cleared,0
COVID-19 false positives claim is positively false – Australian Associated Press,0
Global warming and the COVID-19 pandemic are unrelated issues: one will not protect us from the other,0
97% of PCR positives aren’t false – Full Fact,0
Has the number of COVID-19 deaths in the U.S. already surpassed U.S. deaths in the Vietnam War?,0
False claim circulates in Indonesia that 'no Covid-19 victims died outside hospitals',0
Fact Check: Has the Covid-19 lockdown returned dolphins and swans to Italian waterways?,0
Covid-19 measures won’t be lifted on March 1 in Canada,0
"Did A Biological Researcher Ask Ronaldo, Messi To Find COVID-19 Cure? | BOOM",0
Fact Check: NIH Did NOT Admit 5G Can Actually Create Coronavirus Within Human Cells,0
Does 'Tiger King' Joe Exotic Have Coronavirus?,0
Rodrigo Duterte says there is not yet a vaccine for COVID-19 in this video,0
Altered video changes Kamala Harris’ comments about who’s dying from COVID-19,0
Wrong again: Fact-checking Kenyan president Uhuru Kenyatta’s 2021 state of the nation address,0
No evidence novel coronavirus was spreading in US as early as November 2019,0
Fake vaccine quote circulates after Betty White’s death,0
Old video falsely viral as goats infected with coronavirus in Ajmer's bakra market,0
WHO skipped two Greek alphabet letters in naming coronavirus variant,0
No conclusive evidence links consumption of bats with the 2019 coronavirus outbreak,0
"Misleading posts circulate online claiming that NYT, Deutsche Welle endorsed China’s Covid-19 vaccines",0
"50 French schools have closed due to coronavirus cases, but it is likely these infections happened before schools reopened – Full Fact",0
What a Kushner-linked company has to do with coronavirus testing,0
These photos have circulated in reports about Black Lives Matter protests in Germany in June 2020,0
Joy Arakkal is not the owner of ‘Joyalukkas’ jewellery company and he did not die due to COVID-19,0
Fact check: Post gets details wrong on implant detecting COVID-19,0
Covid-19 is real and not a government euthanasia policy – Full Fact,0
Fact Check: Vaccine 'Candidates' Transferred In December 2019 Were NOT For The Coronavirus That Causes COVID-19 -- They Were For MERS,0
Clip of Anthony Fauci discussing potential vaccine safety concerns is from March 2020; current scientific evidence shows COVID-19 vaccines reduce risk of infection and serious illness,0
We don’t know how many people in the UK have Covid-19 and the symptom tracker app doesn’t tell us – Full Fact,0
This video has circulated in reports about the Thai king attending a celebration of the Prophet Muhammad's birthday in April 2019,0
"Fact Check: No, ICMR hasn’t prescribed this drug to prevent Covid-19",0
COVID-19: Couple Photographed At Spain Airport Shared As Deceased Italian Doctors | BOOM,0
Viral instagram video falsely claims Covid-19 was planned – Full Fact,0
"The money was to help Madagascar fight the outbreak, not to produce a cure",0
"No, Bill Gates is not calling for ‘mandatory’ vaccinations",0
Does This Photo Show a Grocery Store Shopper in a KKK Hood?,0
"Debunked: Yes, the virus that causes Covid-19 has been isolated and photographed",0
Trump Administration Had Vaccine Distribution Plan | Misbar,0
"No, COVID-19 vaccines do not make people magnetic",0
"No, the COVID-19 vaccine is not the deadliest vaccine ever made",0
Double vaccinated people do not make up 60% of Covid-19 hospitalisations – Full Fact,0
Fact Check: mRNA COVID-19 Vaccines Do NOT Stunt Development Of Children's Immune Systems,0
"False: Photo Shows India Illuminated During PM Modi's 9 PM, 9 Minutes Appeal",0
"FALSE: US records 12,366 deaths due to COVID-19 vaccines",0
FactCheck: Is the medication ivermectin an alternative to Covid-19 vaccines?,0
False claim circulates on Facebook about British grandmother who received UK’s first Covid-19 vaccine outside clinical trials,0
No COVID-19 vaccines stored in building that caught fire in Italy,0
"No, the NIH hasn’t approved ivermectin to treat COVID-19",0
"No, 2020 O Level exams have not been postponed, as claimed by WhatsApp message",0
"No, Walmart Did Not Say in Sept. 2021 That Customers in Canada Would Need Vaccination Proof",0
Netflix Isn't Offering Free Subscription | Misbar,0
COVID-19 Palliatives vandalised hoarded as circulated online,0
Amitabh Bachchan Shared A Misleading Claim Stating India Has Got Its First Official Coronavirus Dashboard,0
VERA FILES FACT CHECK: Robredo DID NOT question Duterte's curfew order amid COVID-19,0
Vaccination does not increase the likelihood of Covid-19 infection,0
Do COVID-19 Vaccines Make You Infertile?,0
German Ministry employee makes unsupported claim that COVID-19 pandemic is a global false alarm in widely circulated yet unsolicited opinion article,0
"Face masks can filter small airborne particles, including respiratory droplets, and are effective at reducing the spread of COVID-19",0
Fact-check: Hospitals and COVID-19 payments,0
Fact Check: Comment In Lancet Does NOT 'Confirm' COVID-19 Vaccine Is Not 95% Effective,0
Video of fake 5G technology spreads on social media,0
Online posts falsely claim Covid-19 shots damage blood cells,0
Anti-Vaxxers' False Claims About COVID-19 Vaccine Deaths,0
Fake poster from Irish health agency spreads false claims about Covid-19 vaccine side effects,0
COVID-19 Positive Corpses Are Not 100 Times More Toxic After 72 Hours,0
Is Canine Coronavirus Vaccine Proof that COVID-19 Vaccine Should Exist?,0
Fact Check: No evidence proves palm oil as a 'simple' solution to coronavirus; viral post is fake - Vishvas News,0
Spoof Video Furthers Microchip Conspiracy Theory,0
False Claim That Pelosi Withheld Coronavirus Funds Over Abortion,0
Viral video spreads misinformation about ethylene oxide and Ivermectin – Full Fact,0
Study on breakthrough delta cases in Vietnam misrepresented online,0
VERA FILES FACT CHECK: ‘CNN report’ on COVID-19 vaccine injection to the penis FAKE,0
Did the Kennedy Center Donate Stimulus Money to the DNC?,0
A canine coronavirus vaccine exists. But it has nothing to do with COVID-19,0
"Trump, Biden Spin China Travel Restrictions",0
"Fact Check: PMJJBY covers insurance on COVID deaths, not PMSBY",0
